rai_cityadjusted_total_2019_q3, geography_name, unique_id, rai_cityadjusted_total_2019_q2, rai_cityadjusted_total_2019_q1, rai_cityadjusted_total_2020_q1, rai_cityadjusted_total_2019_q4, rai_cityadjusted_total_2020_q3, state, rai_cityadjusted_total_2020_q2, rai_cityadjusted_total_2021_q2, rai_cityadjusted_total_2020_q4, rai_cityadjusted_total_2021_q1, city
125.0,"3672",1767,133.9286,125.0,126.2019,130.273,132.4086,"VIC",134.6154,115.3846,126.2019,115.3846,"Rest of Vic."
null,"3673",1768,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
133.9286,"3677",1770,129.3103,132.7434,134.6154,136.897,133.5029,"VIC",131.3321,113.7595,126.2019,115.3846,"Rest of Vic."
null,"3678",1771,null,119.0476,null,null,146.8531,"VIC",null,96.15385,null,null,"Rest of Vic."
null,"3682",1772,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3711",1789,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3683",1773,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
144.2308,"3685",1774,null,163.0435,144.2308,null,149.5726,"VIC",144.2308,null,144.2308,null,"Rest of Vic."
null,"3687",1775,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3688",1776,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
117.1875,"3690",1777,117.1875,117.1875,124.2604,122.3776,126.2019,"VIC",126.2019,109.1476,118.7783,112.1795,"Rest of Vic."
96.15385,"3691",1778,96.15385,98.68421,100.9615,102.8907,100.9615,"VIC",103.5503,93.91771,95.02262,91.78322,"Rest of Vic."
null,"3694",1779,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3695",1780,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3697",1781,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3698",1782,107.1429,null,null,null,null,"VIC",107.6923,null,null,null,"Rest of Vic."
null,"3727",1801,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
125.0,"3699",1783,83.33333,null,null,null,null,"VIC",131.3321,null,115.3846,null,"Rest of Vic."
null,"3700",1784,129.3103,138.8889,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3701",1785,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3705",1786,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
153.0612,"3707",1787,null,156.25,183.5664,null,142.9544,"VIC",null,null,null,183.5664,"Rest of Vic."
null,"3709",1788,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3712",1790,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
133.9286,"3713",1791,null,null,null,null,null,"VIC",null,null,139.2573,null,"Rest of Vic."
127.1186,"3714",1792,125.0,133.9286,136.897,133.5912,136.897,"VIC",136.897,118.7783,130.273,136.897,"Rest of Vic."
null,"3728",1802,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
120.9677,"3730",1803,110.2941,127.1186,122.3776,126.2019,118.7783,"VIC",126.2019,111.4058,115.3846,115.3846,"Rest of Vic."
null,"3715",1793,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
122.9508,"3717",1794,119.0476,125.0,115.3846,144.2308,115.3846,"VIC",121.4575,115.3846,117.0569,112.1795,"Rest of Vic."
null,"3719",1795,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3720",1796,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
107.1429,"3722",1797,98.68421,102.7397,109.1476,112.1795,106.2753,"VIC",109.1476,102.2395,112.1795,106.2585,"Rest of Vic."
null,"3723",1798,107.1429,null,126.2019,null,106.2753,"VIC",104.8951,115.3846,null,null,"Rest of Vic."
null,"3725",1799,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3726",1800,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3732",1804,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3733",1805,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3735",1806,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
125.0,"3737",1807,133.9286,130.4348,144.2308,138.0671,139.2573,"VIC",134.6154,106.2753,130.273,134.6154,"Rest of Vic."
null,"3744",1811,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3739",1808,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3740",1809,null,null,null,null,null,"VIC",null,103.5503,null,null,"Rest of Vic."
108.6957,"3741",1810,107.1429,144.2308,117.0569,109.8901,106.2753,"VIC",127.1956,100.9615,109.1476,103.5503,"Rest of Vic."
140.5325,"3752",1817,141.4392,133.1361,137.0192,140.5325,144.2308,"VIC",137.0192,144.2308,144.2308,144.2308,"Greater Melbourne"
null,"3746",1812,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3766",1830,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
110.2941,"3747",1813,120.9677,107.1429,124.2604,122.3776,122.3776,"VIC",126.2019,109.1476,115.3846,106.2753,"Rest of Vic."
null,"3749",1814,null,107.1429,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
140.5325,"3750",1815,137.0192,129.8077,137.0192,140.5325,144.2308,"VIC",137.0192,147.929,144.2308,144.2308,"Greater Melbourne"
null,"3751",1816,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
137.0192,"3753",1818,133.6773,126.6417,137.0192,142.3576,142.4501,"VIC",137.0192,137.3626,146.9868,148.8834,"Greater Melbourne"
137.0192,"3754",1819,141.4392,136.6397,138.7537,140.5325,147.929,"VIC",142.3576,144.2308,147.929,144.4113,"Greater Melbourne"
null,"3755",1820,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
156.5934,"3756",1821,156.5934,148.3516,150.1581,152.2436,155.9252,"VIC",150.1581,147.929,151.8219,153.8462,"Greater Melbourne"
140.5325,"3757",1822,154.3879,142.255,152.2436,142.3576,164.8352,"VIC",147.1347,150.8296,146.0565,148.8834,"Greater Melbourne"
133.6773,"3765",1829,null,null,127.4597,null,139.0176,"VIC",137.0192,null,null,null,"Greater Melbourne"
null,"3758",1823,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3767",1831,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3770",1832,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3759",1824,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3760",1825,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3775",1833,150.1581,138.4615,null,135.3276,null,"VIC",null,null,null,135.7466,"Greater Melbourne"
148.1289,"3777",1834,144.2308,136.6397,146.1538,141.4392,155.9252,"VIC",137.0192,137.3626,139.0176,151.8219,"Greater Melbourne"
null,"3778",1835,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3761",1826,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3763",1827,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
107.1429,"3764",1828,110.2941,107.1429,113.7595,118.7783,112.1795,"VIC",115.3846,115.3846,112.1795,106.2753,"Rest of Vic."
null,"3779",1836,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
144.2308,"3781",1837,142.3576,136.6397,143.2881,null,null,"VIC",null,null,null,null,"Greater Melbourne"
127.4597,"3782",1838,128.9593,123.6264,117.2357,121.7949,null,"VIC",130.4945,120.1923,null,null,"Greater Melbourne"
137.0192,"3783",1839,148.1289,140.3326,144.2308,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3785",1840,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3786",1841,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3787",1842,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3788",1843,null,128.2051,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3789",1844,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3792",1846,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3791",1845,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3793",1847,144.2308,125.8741,140.5325,130.4945,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3795",1848,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
142.3576,"3796",1849,137.0192,129.8077,137.881,150.1581,144.2308,"VIC",136.1682,158.0611,137.3626,198.939,"Greater Melbourne"
null,"3797",1850,137.0192,123.6264,128.9593,null,null,"VIC",154.3879,null,155.9252,null,"Greater Melbourne"
107.1429,"3799",1851,107.1429,107.1429,117.0569,110.6428,122.3776,"VIC",112.1795,106.567,106.2753,115.3846,"Rest of Vic."
null,"3800",1852,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
144.2308,"3809",1860,144.2308,134.8651,140.5325,144.2308,146.9868,"VIC",137.0192,140.7129,147.929,146.0565,"Greater Melbourne"
140.5325,"3802",1853,140.5325,129.8077,137.0192,144.2308,146.9868,"VIC",133.6773,144.2308,147.929,147.929,"Greater Melbourne"
148.1289,"3803",1854,148.1289,138.4615,146.1538,152.2436,155.9252,"VIC",142.3576,147.929,151.8219,144.2308,"Greater Melbourne"
null,"3804",1855,null,91.09312,113.0056,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3852",1884,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3854",1885,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3856",1886,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3857",1887,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
144.2308,"3858",1888,170.4545,153.0612,null,null,164.8352,"VIC",155.3254,null,168.2692,136.897,"Rest of Vic."
null,"3859",1889,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
144.2308,"3805",1856,143.2881,136.6397,144.2308,140.5325,151.8219,"VIC",144.2308,144.2308,149.6558,146.0565,"Greater Melbourne"
137.0192,"3806",1857,137.0192,129.8077,133.6773,133.6773,140.7129,"VIC",137.0192,133.3926,144.2308,137.3626,"Greater Melbourne"
138.7537,"3807",1858,137.0192,134.8651,137.0192,138.7537,167.2241,"VIC",138.7537,143.3349,153.8462,140.7129,"Greater Melbourne"
null,"3808",1859,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
156.5934,"3810",1861,156.5934,148.3516,156.5934,156.5934,164.8352,"VIC",156.5934,155.9252,160.2564,160.2564,"Greater Melbourne"
138.8889,"3860",1890,138.8889,137.6147,142.9544,155.3254,146.8531,"VIC",141.7004,134.6154,144.2308,145.5301,"Rest of Vic."
125.0,"3862",1891,109.4891,null,null,152.3948,108.4151,"VIC",144.2308,null,110.6428,106.2753,"Rest of Vic."
null,"3812",1862,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3813",1863,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3864",1892,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3865",1893,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3869",1894,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3870",1895,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3814",1864,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3815",1865,null,null,null,null,162.5135,"VIC",156.5934,null,null,null,"Greater Melbourne"
113.6364,"3816",1866,113.6364,108.6957,112.1795,110.6428,122.3776,"VIC",122.3776,106.2753,118.7783,113.7595,"Rest of Vic."
107.1429,"3818",1867,107.1429,110.2941,115.3846,122.3776,115.3846,"VIC",115.3846,106.2753,110.6428,106.2753,"Rest of Vic."
null,"3871",1896,133.9286,133.9286,null,null,null,"VIC",null,null,129.2308,null,"Rest of Vic."
null,"3873",1897,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3874",1898,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
125.0,"3875",1899,118.1102,125.0,130.273,136.897,126.2019,"VIC",134.6154,115.3846,126.2019,118.7783,"Rest of Vic."
null,"3878",1900,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
114.5038,"3880",1901,117.1875,120.9677,120.5511,118.7783,112.1795,"VIC",115.3846,106.2753,109.8901,112.1795,"Rest of Vic."
null,"3882",1902,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3885",1903,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3886",1904,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3887",1905,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
150.0,"3888",1906,150.0,163.0435,134.6154,157.7524,146.8531,"VIC",171.8494,144.2308,null,134.6154,"Rest of Vic."
null,"3889",1907,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3890",1908,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3891",1909,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3892",1910,null,null,124.2604,null,null,"VIC",null,null,null,null,"Rest of Vic."
107.1429,"3820",1868,105.6338,113.6364,109.1476,122.3776,109.1476,"VIC",109.1476,102.2395,106.2753,109.1476,"Rest of Vic."
null,"3821",1869,null,null,149.5726,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3895",1911,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3896",1912,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3898",1913,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3900",1914,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3913",1922,121.7949,null,138.7537,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3822",1870,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3823",1871,null,null,null,null,117.0569,"VIC",null,98.49906,null,null,"Rest of Vic."
117.1875,"3824",1872,107.1429,110.2941,113.7595,120.5511,126.2019,"VIC",115.3846,117.0569,112.1795,106.2753,"Rest of Vic."
163.0435,"3825",1873,163.0435,156.25,155.3254,161.5385,161.5385,"VIC",161.5385,144.2308,155.3254,149.5726,"Rest of Vic."
null,"3831",1874,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
152.2436,"3910",1919,152.2436,144.2308,142.3576,152.2436,149.8501,"VIC",152.2436,152.8273,152.8273,160.2564,"Greater Melbourne"
156.5934,"3915",1923,154.3879,148.3516,140.5325,152.2436,164.8352,"VIC",156.5934,151.8219,155.9252,151.8219,"Greater Melbourne"
null,"3832",1875,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3833",1876,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3835",1877,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
168.5393,"3840",1878,163.0435,170.4545,183.5664,181.3246,173.6973,"VIC",168.2692,161.5385,161.5385,168.2692,"Rest of Vic."
null,"3921",1928,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
150.0,"3842",1879,148.5149,150.0,149.5726,168.2692,149.5726,"VIC",161.5385,141.7004,146.8531,130.273,"Rest of Vic."
129.3103,"3844",1880,133.9286,131.5789,132.4086,130.273,126.2019,"VIC",126.2019,112.1795,118.7783,115.3846,"Rest of Vic."
null,"3847",1881,null,null,161.5385,null,null,"VIC",null,null,null,null,"Rest of Vic."
129.3103,"3850",1882,129.3103,125.0,130.273,134.6154,126.2019,"VIC",126.2019,113.7595,126.2019,115.3846,"Rest of Vic."
138.8889,"3851",1883,113.6364,144.2308,null,161.5385,null,"VIC",null,null,null,null,"Rest of Vic."
110.2941,"3922",1929,115.3846,113.6364,112.1795,115.3846,115.3846,"VIC",118.7783,103.5503,115.3846,103.5503,"Rest of Vic."
null,"3923",1930,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3902",1915,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
133.6773,"3911",1920,135.3276,null,null,null,null,"VIC",132.0667,null,131.1189,null,"Greater Melbourne"
113.6364,"3925",1931,110.2941,105.6338,130.273,115.3846,118.7783,"VIC",115.3846,106.2753,106.2753,106.2753,"Rest of Vic."
128.9593,"3926",1932,104.3956,null,111.8524,109.6154,null,"VIC",null,110.9467,null,null,"Greater Melbourne"
null,"3903",1916,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
117.1875,"3904",1917,107.1429,113.6364,113.7595,120.5511,106.2753,"VIC",126.2019,100.9615,null,117.0569,"Rest of Vic."
120.9677,"3909",1918,129.3103,133.9286,139.2573,144.2308,134.6154,"VIC",136.897,130.273,139.2573,124.2604,"Rest of Vic."
133.6773,"3912",1921,132.0667,129.8077,130.4945,138.7537,137.3626,"VIC",139.6374,128.2051,134.9528,137.3626,"Greater Melbourne"
null,"3916",1924,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
130.4945,"3918",1925,127.4597,126.6417,132.8671,130.4945,null,"VIC",116.6121,124.0695,129.6456,null,"Greater Melbourne"
148.1289,"3919",1926,152.2436,144.2308,148.1289,140.5325,158.0611,"VIC",null,null,153.8462,151.8219,"Greater Melbourne"
null,"3920",1927,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3927",1933,null,null,null,null,null,"VIC",105.3994,null,null,null,"Greater Melbourne"
null,"3928",1934,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
null,"3929",1935,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
91.34615,"3930",1936,92.89439,98.9011,83.04196,91.34615,84.22235,"VIC",84.97317,88.7574,78.22686,86.10792,"Greater Melbourne"
124.5629,"3931",1937,121.7949,114.1167,114.1827,126.723,116.5501,"VIC",127.4597,115.3846,116.5501,115.3846,"Greater Melbourne"
null,"3933",1938,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
110.7226,"3934",1939,101.4957,99.85207,105.3994,111.2847,104.8951,"VIC",103.4107,99.4695,102.4312,103.022,"Greater Melbourne"
124.5629,"3936",1940,130.4945,129.8077,127.4597,126.723,121.4575,"VIC",130.4945,102.1103,120.1923,120.1923,"Greater Melbourne"
null,"3937",1941,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
152.2436,"3976",1964,153.3082,147.2995,148.1289,152.2436,160.2564,"VIC",156.5934,155.9252,158.0611,158.0611,"Greater Melbourne"
130.4945,"3938",1942,146.1538,129.8077,null,121.7949,137.3626,"VIC",133.6773,140.7129,122.7496,null,"Greater Melbourne"
154.3879,"3939",1943,152.2436,145.2394,152.2436,148.1289,155.9252,"VIC",143.2881,137.3626,137.3626,144.2308,"Greater Melbourne"
156.5934,"3940",1944,163.6051,140.3326,152.2436,154.3879,155.9252,"VIC",156.5934,144.2308,151.8219,147.929,"Greater Melbourne"
152.2436,"3941",1945,140.5325,133.1361,137.0192,147.1347,146.0565,"VIC",140.5325,122.7496,134.1682,128.2051,"Greater Melbourne"
130.4945,"3942",1946,121.7949,120.7513,121.7949,127.4597,122.2295,"VIC",119.1472,117.1417,null,115.3846,"Greater Melbourne"
105.3994,"3943",1947,null,null,91.34615,86.74162,79.03056,"VIC",79.43144,82.41758,93.80863,92.30769,"Greater Melbourne"
null,"3944",1948,null,null,null,null,null,"VIC",null,null,null,null,"Greater Melbourne"
144.2308,"3977",1965,144.2308,136.6397,144.2308,144.2308,147.929,"VIC",142.3576,144.2308,147.929,147.929,"Greater Melbourne"
null,"3945",1949,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
140.5325,"3978",1966,138.7537,129.8077,137.0192,137.0192,144.2308,"VIC",137.0192,137.3626,144.2308,140.7129,"Greater Melbourne"
null,"3979",1967,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
146.1538,"3980",1968,152.2436,null,null,138.7537,155.9252,"VIC",null,null,null,null,"Greater Melbourne"
156.5934,"3981",1969,140.5325,162.2596,148.1289,161.1991,162.5135,"VIC",154.3879,128.2051,160.2564,139.0176,"Greater Melbourne"
119.0476,"3984",1970,117.1875,107.1429,118.7783,126.2019,118.7783,"VIC",117.0569,107.6923,120.5511,115.3846,"Rest of Vic."
125.0,"3950",1950,119.0476,125.0,134.6154,126.2019,126.2019,"VIC",126.2019,100.9615,120.5511,122.3776,"Rest of Vic."
140.1099,"6003",1978,136.2179,136.2179,132.5364,129.0486,136.6397,"WA",150.5017,129.8077,129.8077,129.8077,"Greater Perth"
119.606,"6004",1979,122.5962,119.606,119.606,122.5962,129.8077,"WA",129.8077,115.3846,120.7513,115.3846,"Greater Perth"
null,"3951",1951,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
130.4348,"3953",1952,133.9286,133.9286,126.2019,139.2573,134.6154,"VIC",139.2573,122.3776,124.2604,128.2051,"Rest of Vic."
null,"3954",1953,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
138.8889,"3956",1954,141.5094,null,144.2308,null,144.2308,"VIC",144.2308,134.6154,null,145.5301,"Rest of Vic."
null,"3957",1955,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3958",1956,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3959",1957,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
150.0,"3960",1958,138.8889,144.2308,139.2573,161.5385,144.2308,"VIC",149.5726,136.897,136.897,134.6154,"Rest of Vic."
null,"3962",1959,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3965",1960,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3966",1961,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
147.0588,"3971",1962,144.2308,147.0588,144.2308,144.2308,144.2308,"VIC",152.3948,142.9544,144.2308,149.5726,"Rest of Vic."
133.6773,"3975",1963,131.2759,126.6417,128.9593,130.4945,134.1682,"VIC",133.6773,128.2051,134.9528,134.1682,"Greater Melbourne"
null,"3987",1971,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
129.0486,"6005",1980,124.148,124.148,122.5962,122.5962,129.8077,"WA",132.2881,115.3846,126.6417,115.3846,"Greater Perth"
null,"3988",1972,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3991",1973,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
null,"3992",1974,null,null,null,null,null,"VIC",null,null,null,null,"Rest of Vic."
125.0,"3995",1975,125.0,129.3103,132.4086,126.2019,126.2019,"VIC",126.2019,112.1795,122.3776,118.7783,"Rest of Vic."
102.7397,"3996",1976,102.7397,98.03922,106.2753,109.1476,112.1795,"VIC",115.3846,87.79264,100.9615,89.74359,"Rest of Vic."
136.2179,"6000",1977,129.0486,134.3519,132.5364,129.0486,133.1361,"WA",136.6397,120.7513,129.8077,129.8077,"Greater Perth"
130.7692,"6007",1982,136.2179,124.9388,119.606,125.7396,129.8077,"WA",136.6397,115.3846,125.1158,112.8763,"Greater Perth"
140.1099,"6016",1990,140.1099,140.1099,140.1099,140.1099,148.3516,"WA",148.3516,119.3634,122.1719,129.8077,"Greater Perth"
106.6054,"6008",1983,114.0429,114.0429,108.9744,108.9744,115.3846,"WA",128.2051,103.8462,105.9655,107.0579,"Greater Perth"
112.7321,"6009",1984,108.9744,112.7321,110.1988,104.8951,116.6811,"WA",115.3846,98.43237,116.6811,116.6811,"Greater Perth"
98.07692,"6010",1985,100.0785,98.56977,93.40659,92.96391,94.40559,"WA",105.9655,88.7574,93.55509,89.52255,"Greater Perth"
98.07692,"6011",1986,89.97883,98.07692,98.07692,75.44379,89.52255,"WA",99.85207,75.52448,69.23077,87.26568,"Greater Perth"
163.4615,"6012",1987,163.4615,163.4615,153.2452,158.1886,173.0769,"WA",167.4938,129.8077,148.3516,144.2308,"Greater Perth"
144.2308,"6069",2034,144.2308,144.2308,136.2179,144.2308,140.3326,"WA",152.7149,118.007,134.8651,129.8077,"Greater Perth"
158.1886,"6014",1988,163.4615,163.4615,153.2452,164.8352,164.8352,"WA",173.0769,136.6397,150.5017,148.3516,"Greater Perth"
70.05495,"6015",1989,60.54131,58.55339,65.38462,64.9516,51.28205,"WA",79.88166,61.08597,61.08597,64.90385,"Greater Perth"
null,"6077",2041,null,null,null,null,null,"WA",null,null,null,null,"Greater Perth"
185.0508,"6017",1991,183.3214,188.6095,169.0981,185.0508,173.0769,"WA",192.3077,148.3516,173.0769,159.7633,"Greater Perth"
119.606,"6018",1992,122.5962,119.606,114.0429,115.3846,116.6811,"WA",129.4033,108.1731,108.7394,103.8462,"Greater Perth"
122.5962,"6019",1993,124.148,122.5962,116.7582,119.606,120.7513,"WA",129.8077,108.1731,115.3846,108.1731,"Greater Perth"
null,"6078",2042,null,null,null,null,null,"WA",null,null,null,null,"Greater Perth"
104.8951,"6020",1994,98.07692,102.1635,96.15385,100.0785,110.4746,"WA",120.7513,79.88166,98.9011,94.40559,"Greater Perth"
140.1099,"6021",1995,148.6014,140.1099,140.1099,140.1099,139.3908,"WA",140.3326,115.3846,129.8077,118.6813,"Greater Perth"
140.1099,"6022",1996,132.5364,140.1099,129.0486,132.5364,129.8077,"WA",148.3516,105.9655,120.7513,115.3846,"Greater Perth"
null,"6079",2043,null,null,null,null,null,"WA",null,null,null,null,"Greater Perth"
110.1988,"6023",1997,104.8951,103.2389,102.1635,106.6054,112.8763,"WA",114.1167,103.8462,102.818,97.05248,"Greater Perth"
122.5962,"6024",1998,122.5962,122.5962,122.5962,116.7582,123.6264,"WA",133.1361,103.8462,115.3846,110.4746,"Greater Perth"
129.0486,"6025",1999,124.148,127.3726,119.606,122.5962,116.8123,"WA",129.8077,111.0654,112.8763,108.1731,"Greater Perth"
108.9744,"6026",2000,115.3846,108.9744,108.9744,108.9744,112.8763,"WA",112.8763,103.8462,103.8462,108.1731,"Greater Perth"
140.1099,"6027",2001,144.2308,145.5147,140.1099,144.2308,138.4615,"WA",148.3516,129.8077,136.6397,129.8077,"Greater Perth"
153.2452,"6035",2008,163.4615,155.6777,153.2452,154.4518,152.7149,"WA",167.4938,133.1361,138.4615,136.6397,"Greater Perth"
116.7582,"6028",2002,116.7582,122.5962,116.7582,115.3846,115.3846,"WA",128.2051,103.8462,108.1731,103.8462,"Greater Perth"
150.8876,"6036",2009,158.1886,153.2452,153.2452,153.2452,152.7149,"WA",167.4938,133.1361,140.3326,136.6397,"Greater Perth"
106.0291,"6029",2003,null,102.1635,109.5832,null,101.81,"WA",94.40559,83.7469,69.23077,null,"Greater Perth"
175.1374,"6037",2010,158.1886,150.8876,158.1886,163.4615,152.7149,"WA",159.7633,129.8077,162.2596,144.2308,"Greater Perth"
136.2179,"6057",2022,134.3519,136.2179,129.0486,132.5364,136.6397,"WA",136.6397,120.7513,120.7513,129.8077,"Greater Perth"
140.1099,"6030",2004,144.2308,144.2308,140.1099,140.1099,141.2873,"WA",152.7149,123.6264,129.8077,126.6417,"Greater Perth"
130.7692,"6031",2005,132.5364,138.1365,132.5364,134.3519,133.1361,"WA",140.3326,118.007,129.8077,121.4575,"Greater Perth"
null,"6032",2006,null,null,null,null,null,"WA",null,null,null,null,"Greater Perth"
null,"6033",2007,null,null,null,null,null,"WA",null,null,null,null,"Greater Perth"
